"Nr","Lat","Long","Municipio","CodIbge","Estado","Bioma","AreaKm2","Desmatamento2000","incremento2001","incremento2002","incremento2003","incremento2004","incremento2005","incremento2006","incremento2007","incremento2008","incremento2009","incremento2010","incremento2011","incremento2012","incremento2013","incremento2014","incremento2015","incremento2016","incremento2017","incremento2018","incremento2019","incremento2020","incremento2021","incremento2022","Floresta2022","NaoFloresta","Hidrografia"
451,-6.44587628349996,-47.9964307972224,"Riachinho",1718550,"TO","Cerrado",30.407,11,0.2,0.2,0.2,0.2,0.4,0.4,0.3,0.3,0,0,4.2,4.2,0,0.1,0,0,0,0.3,0,0,0,0.2,7.9,0,0
452,-11.3086690739999,-46.7513352604671,"Rio da Conceição",1718659,"TO","Cerrado",787.96551,15.9,4.4,4.4,4.6,4.6,1.2,1.2,0.9,0.9,1.1,1.1,1.4,1.4,5.6,8.6,2,2,0.1,1.5,1.2,1.2,6.7,1.4,713.5,0,0
453,-9.23941367599997,-48.4494415694794,"Rio dos Bois",1718709,"TO","Cerrado",844.11409,179.9,11.7,11.7,32.4,32.4,14,14,13.7,13.7,6,6,5.9,5.9,6.4,14.4,15.5,14.2,8.3,10.5,10.5,5.8,2.9,13.3,385.6,0,9.2
454,-9.64453647149995,-47.4895577930751,"Rio Sono",1718758,"TO","Cerrado",6350.37963,69.1,12.8,12.8,41.1,41.1,34.8,34.8,17.7,17.7,16.4,16.4,22.4,22.4,41.1,55.8,81.7,48.9,58.7,55.6,40.4,52.2,60.5,122,5360.1,0,13.7
455,-5.34212154699996,-47.9080173132024,"Sampaio",1718808,"TO","Amazônia",205.39536,65,0.2,0.8,0.1,0,0.2,1.2,0.2,0.1,0.2,0,0,0.3,0,0,0.1,0.3,0,0,0.1,0,0.2,0.2,2.1,121.1,5.4
456,-5.40614831599996,-47.8949134362924,"Sampaio",1718808,"TO","Cerrado",16.74884,7.6,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,6.7
457,-12.3885531289999,-49.8601035737106,"Sandolândia",1718840,"TO","Cerrado",3534.2098,862.8,97.4,97.4,74.4,74.4,32,32,31.2,31.2,29.9,29.9,26.4,26.4,63.9,37.7,34.1,20.2,17.2,23,26,6.4,10.6,18.9,1801.5,0,29.1
458,-7.03951316799993,-49.0451375882698,"Santa Fé do Araguaia",1718865,"TO","Amazônia",1674.11904,1203.9,6.1,10.9,1.1,7.2,22.2,1.9,8,1.9,3,1.2,0.7,0.6,0.5,0.4,0.1,0.8,4.7,0.2,0.4,0.1,0.1,0.1,348.8,0,51.9
459,-8.80079759349994,-47.8998823261784,"Santa Maria do Tocantins",1718881,"TO","Cerrado",1413.47075,52.9,13,13,12.9,12.9,24.2,24.2,31.6,31.6,14.6,14.6,16.1,16.1,15.3,8.7,23,23,25.9,24.8,12.2,20,10.3,25.3,941.1,0,5.5
460,-10.961651543,-49.3201470480595,"Santa Rita do Tocantins",1718899,"TO","Cerrado",3274.85448,606.2,74.7,74.7,65.2,65.2,38.2,38.2,37.3,37.3,32.8,32.8,20,20,66.1,27.2,104.1,45.5,52.2,57.6,43.3,23.2,39.4,20.7,1642.3,0,9.7
461,-11.411625491,-48.1422653401516,"Santa Rosa do Tocantins",1718907,"TO","Cerrado",1803.0883,222.4,30,30,25.9,25.9,28.7,28.7,23,23,8.6,8.6,25.2,25.2,68.8,41,64.8,6.8,30.6,26.9,25.2,9.9,10.7,21,980.1,0,11.9
462,-10.2926625724999,-47.7467797706673,"Santa Tereza do Tocantins",1719004,"TO","Cerrado",544.81558,63,1.6,1.6,8.4,8.4,3,3,3.2,3.2,2.8,2.8,4.5,4.5,6.9,4.2,9.5,3.3,6.2,3.4,10.6,6.9,4.2,6.5,371.1,0,1.1
463,-6.48515941449995,-47.7639716593132,"Santa Terezinha do Tocantins",1720002,"TO","Cerrado",271.44509,122.2,6.3,6.3,3.6,3.6,3.4,3.4,2.8,2.8,0.8,0.8,0.5,0.5,1.4,0.4,1.8,1.4,1.6,1.9,1.9,2.9,3.4,4.2,93.1,0,0
464,-6.05021546249995,-48.1594642620925,"São Bento do Tocantins",1720101,"TO","Amazônia",146.73716,121.7,1.2,0.2,0.2,0,0.3,0,0,0.2,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,-205.6,3.2,0
465,-5.94942144849995,-47.7937439233386,"São Bento do Tocantins",1720101,"TO","Cerrado",956.18892,214.9,3,3,11.5,11.5,35.1,35.1,31.6,31.6,1.3,1.3,3.7,3.7,3.2,5.1,7.3,4.9,2.3,3.1,5.1,31.4,8.3,10.7,487.2,0,0
466,-10.0439554435,-46.7514192793277,"São Félix do Tocantins",1720150,"TO","Cerrado",1913.97751,5.1,0.4,0.4,0.3,0.3,0.4,0.4,0.9,0.9,0.9,0.9,3.4,3.4,1.6,0.5,4.4,0.8,3.2,1.8,16.9,1.3,0.9,0.6,1863.2,0,0
467,-5.54669754449995,-47.5638659807306,"São Miguel do Tocantins",1720200,"TO","Cerrado",395.30241,299.6,8,8,1,1,2.2,2.2,4.2,4.2,2.9,2.9,0.8,0.8,0.2,0.5,0.9,0.9,0.4,1.1,1.2,0.9,1.6,1.3,35,0,13.2
468,-12.540490372,-48.3541314762978,"São Salvador do Tocantins",1720259,"TO","Cerrado",1424.59444,135.1,24,24,11,11,13.7,13.7,5.1,5.1,12.1,12.1,7.4,7.4,9.9,19.1,17.5,7.1,14.9,13.1,10.8,33.1,23.5,13.3,905.5,0,74.9
469,-5.24381143349996,-48.3202714175037,"São Sebastião do Tocantins",1720309,"TO","Amazônia",289.67809,139.4,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.8,133.4,14.2
470,-11.7763227444999,-48.2255162591029,"São Valério",1720499,"TO","Cerrado",2517.87482,294.4,46.8,46.8,18.5,18.5,38.5,38.5,24.3,24.3,22.6,22.6,34,34,62.9,61.4,52.1,25.2,30.5,15.9,26,12.2,19.6,16.6,1503.7,0,26.8
471,-11.1134464609999,-48.2228018978509,"Silvanópolis",1720655,"TO","Cerrado",1255.18589,238.8,25,25,9.1,9.1,11.7,11.7,11.5,11.5,3.9,3.9,17.1,17.1,24.8,18.1,26.9,5.8,14.4,9.9,13.4,9.5,7.7,7.5,716.4,0,5.4
472,-5.64705376149996,-47.6544030555689,"Sítio Novo do Tocantins",1720804,"TO","Cerrado",323.91505,275.6,3.5,3.5,0.3,0.3,2,2,2.9,2.9,0.7,0.7,0.7,0.7,0.1,0.4,0.1,0.2,0.2,0.2,0.4,0.4,0.3,0.6,24.2,0,0
473,-12.090611437,-48.8529998245369,"Sucupira",1720853,"TO","Cerrado",1019.05099,515,32,32,6.6,6.6,6.4,6.4,10.3,10.3,4.2,4.2,4.3,4.3,11.4,11.6,15.7,4.2,5.5,3,3.7,4.3,4.8,5.9,293.8,0,12.5
474,-12.3486073845,-46.5966311303655,"Taguatinga",1720903,"TO","Cerrado",2439.46292,245,52.1,52.1,30.6,30.6,58.3,58.3,29.1,29.1,15.1,15.1,24.1,24.1,27.6,33,25.7,9,17.8,20.2,24.8,19.2,38.8,29.3,1526.2,0,3.7
475,-12.155436927,-46.9786757761958,"Taipas do Tocantins",1720937,"TO","Cerrado",1105.77816,26.3,8.4,8.4,6.7,6.7,14.9,14.9,2.2,2.2,5.1,5.1,3.9,3.9,5.5,7.2,5.8,0.5,0.8,4,11.4,11.8,15,19.8,909.6,0,4.9
476,-12.6693113305,-49.0630649357069,"Talismã",1720978,"TO","Cerrado",2151.67448,796.6,62,62,71.9,71.9,23.6,23.6,18.8,18.8,19.6,19.6,16.4,16.4,17,31.7,32.4,16.2,12.1,8.5,15.5,6.6,9.2,14.9,755,0,10.6
477,-10.1926854495,-48.111634294588,"Palmas",1721000,"TO","Cerrado",2227.34023,469,5,5,32.2,32.2,12.2,12.2,11.5,11.5,6.1,6.1,13.9,13.9,42.9,14.1,23.4,10.9,7.9,6.6,10.2,15.5,13.6,11.3,1294.1,0,145.8
478,-9.61742270549993,-48.1601962420518,"Tocantínia",1721109,"TO","Cerrado",2602.86698,96.2,4.4,4.4,17.6,17.6,4.1,4.1,7.6,7.6,2.7,2.7,7.8,7.8,12.1,6.2,10.7,8.6,7.4,3.8,4.9,4,7.2,6.2,2334.2,0,11.9
479,-6.23133413499994,-47.5534047929039,"Tocantinópolis",1721208,"TO","Cerrado",1078.31756,322.4,1.8,1.8,2.2,2.2,3.8,3.8,5.2,5.2,0.8,0.8,1.3,1.3,10.1,2.7,3.2,2.1,0.3,0.7,0.5,1.2,3.6,1.2,673.5,0,26
480,-8.93938017049996,-48.2797285463244,"Tupirama",1721257,"TO","Cerrado",705.49329,79.5,16.8,16.8,40.3,40.3,16.9,16.9,5,5,4.8,4.8,12.3,12.3,10.8,14.7,14.8,9.7,6.1,3.4,8.3,4.2,6.4,14.8,322.3,0,17.8
481,-8.35609721349996,-48.1974504676378,"Tupiratins",1721307,"TO","Cerrado",889.04272,26.2,5.2,5.2,18.1,18.1,8.9,8.9,19.1,19.1,16.3,16.3,6.6,6.6,6.4,9.7,9.5,20.1,2.2,4.4,29.4,9.3,9,7,591.1,0,16.3
482,-6.74662824949997,-48.0883964525561,"Wanderlândia",1722081,"TO","Amazônia",162.67195,53.8,0,1.1,5.5,1.2,8.9,0.5,0.2,1.7,0.1,0.2,0.2,0,0.1,0.1,0.1,0.1,0,0.2,0.2,0.5,1.9,0.4,-169.5,13.6,0
483,-6.94679230349996,-47.9372273019514,"Wanderlândia",1722081,"TO","Cerrado",1208.55737,278.5,15.1,15.1,9.9,9.9,22.7,22.7,8.8,8.8,10.9,10.9,18.7,18.7,17.8,17.4,8.1,9.7,9.1,7.4,5,17.7,14.4,11.5,639,0,0
484,-6.59788759199995,-48.4831739117233,"Xambioá",1722107,"TO","Amazônia",1187.24701,924.6,8.3,8.5,6.9,5.8,9.6,0.6,9.5,7.9,3.1,6.5,1.6,1.4,0.2,3.7,1.5,2,0.6,0.5,0.5,0.6,1.1,1.5,150,10.8,24
485,-4.71489886099997,-47.2815602808917,"Açailândia",2100055,"MA","Amazônia",5775.42255,4769.6,83,34.3,50.7,59.1,54,42.7,33.9,53.8,23.8,14.3,8.4,5.5,5.7,7.3,8,7.4,4.3,9.7,10.2,20,13.6,14,384.6,0,0
488,-2.39111411691725,-44.5136330025204,"Alcântara",2100204,"MA","Amazônia",1194.95172,45.9,770.6,67.7,3.3,0.1,0,0,0.7,1.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,169.7,62.5,56.7
490,-4.14363306299995,-45.4660868106828,"Altamira do Maranhão",2100402,"MA","Amazônia",536.43204,536.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,0,0
491,-4.19838703199997,-44.3908375560159,"Alto Alegre do Maranhão",2100436,"MA","Cerrado",381.34295,278.7,4.4,4.4,8.4,8.4,3.2,3.2,4.4,4.4,2.4,2.4,1,1,2.8,1.7,3,0.2,1.1,1.1,1.6,0.9,0.4,1.7,40.4,0,0.1
492,-3.96203695699995,-46.1053657157967,"Alto Alegre do Pindaré",2100477,"MA","Amazônia",1870.35848,1597.8,183,2.1,0,3.2,2,1.1,0.3,4,1.6,0.4,0,0.9,0,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0,0.4,-40.4,45.2,0
493,-9.50964220949996,-46.1951469340392,"Alto Parnaíba",2100501,"MA","Cerrado",11108.05398,509.6,32,32,63.4,63.4,18.7,18.7,88.1,88.1,27.6,27.6,41.3,41.3,30.2,13.1,33,59.6,81.9,17.1,30.6,38.9,56,141,9542.9,0,11.8
494,-1.65314832899995,-45.9378461480647,"Amapá do Maranhão",2100550,"MA","Amazônia",479.85689,243.4,0.1,0,99.8,0,4,7.1,0,1.3,1.7,8.1,3.2,0.5,0.3,1.8,3.1,0.4,5.4,0.4,1.9,1.7,1.1,1,76.3,0,0
495,-5.16610882149996,-46.5708369966442,"Amarante do Maranhão",2100600,"MA","Amazônia",4430.12549,847.1,33.6,23.5,22.5,27.6,25.4,5.6,14.7,30,37.8,7.5,5.2,2.3,6.8,4.9,3.3,2.6,3.9,2.8,8.4,4.9,9.5,4.2,2148.8,16.3,0
496,-5.60175243149996,-46.6370250802233,"Amarante do Maranhão",2100600,"MA","Cerrado",3021.15385,1079.3,41.2,41.2,30.1,30.1,76.6,76.6,92.1,92.1,21.9,21.9,22.1,22.1,28.3,36.1,31.4,26.3,23.1,20.1,26.8,15.6,24,31,1111,0,0.2
497,-3.25015158099995,-44.6003611797102,"Anajatuba",2100709,"MA","Amazônia",972.42598,5.3,283.1,2.4,0.1,0.4,0.1,2.9,0,2,0.1,0.2,0.5,0,0.1,0,0,0.1,0.2,0,0.5,0.4,0.1,0,44.4,509.5,104
498,-3.35775803399997,-44.5001979660275,"Anajatuba",2100709,"MA","Cerrado",0.15197,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0
500,-1.55150575899998,-45.0594414823511,"Apicum-Açu",2100832,"MA","Amazônia",341.99428,0.1,166.1,1.8,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,142,2.9,29
501,-3.07024427099995,-45.7767734859616,"Araguanã",2100873,"MA","Amazônia",825.47581,1.5,761.6,0,0.2,0.1,0,0,0,7.2,0.7,0,0,0,2.1,0,0,0,0.1,0,0,0.2,0,0,65,0,0
504,-4.97037357399995,-45.8382979987917,"Arame",2100956,"MA","Amazônia",2839.56229,1550.3,11.9,56.2,6.9,5.8,2.7,5.4,43.6,36,27.6,24.1,11.8,29.7,6.5,29,6.9,12,25.3,6.7,28.6,22.1,15.9,18.7,716.6,111.2,0.4
505,-5.31366174399997,-46.2477723512751,"Arame",2100956,"MA","Cerrado",140.48427,30.7,1.3,1.3,0.3,0.3,0.1,0.1,0.6,0.6,0.5,0.5,0.1,0.1,0.4,0.3,0,0,0,0.1,0,0.4,0.2,0.1,102,0,0
506,-3.54950300699997,-44.7273911963978,"Arari",2101004,"MA","Amazônia",1011.94665,46.3,283.1,5.4,3.3,2.5,0.6,3.9,1.5,3.1,0.6,0.2,0.7,0,0.4,0.3,0,0.4,0.7,0.1,0,1.2,0,0,-39.2,570.9,76.5
507,-3.68818339249995,-44.6322384381826,"Arari",2101004,"MA","Cerrado",80.33249,11.6,9.4,9.4,0.9,0.9,2.9,2.9,7.8,7.8,0.5,0.5,0.6,0.6,0.5,0.4,0.5,0.4,1.2,0.8,1.7,1.2,0.2,0.9,16.5,0,0
508,-2.83947391049995,-44.090218008075,"Axixá",2101103,"MA","Amazônia",164.15451,11.7,1.6,10.3,0.1,0.1,0.8,0.2,0,3.3,0,0.8,0.2,0.1,0.4,0.2,0.2,0.1,0,0.1,0,0,0.2,0,119.9,0,13
509,-4.11907502799996,-44.8616304067862,"Bacabal",2101202,"MA","Amazônia",1069.10794,730.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-467.7,335.5,3.3
510,-4.18525561649994,-44.6152941592005,"Bacabal",2101202,"MA","Cerrado",615.82187,599.5,1,1,1.2,1.2,0.5,0.5,2.2,2.2,0.2,0.2,0,0,0.5,0.1,0.3,0.1,0,0,0,0.2,0.1,0.1,3.6,0,0.1
511,-2.92932911599993,-44.3525203232806,"Bacabeira",2101251,"MA","Amazônia",535.43458,20.6,35.1,6.4,1.4,1.3,15,0.8,2.2,3.5,0,6.2,4.7,2.4,2.1,0.7,0.2,0.3,0.5,0.2,0.1,0.5,0.1,0.2,189.6,225.2,16.9
512,-1.67254545499995,-45.1711703575843,"Bacuri",2101301,"MA","Amazônia",845.15986,4.1,504.8,3.3,9.6,0,0,0.1,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,204,5.4,133.2
513,-2.69213005299997,-44.7063976945384,"Bacurituba",2101350,"MA","Amazônia",409.62056,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,354.9,14.5
514,-8.29105875499997,-46.2619412299096,"Balsas",2101400,"MA","Cerrado",13182.85711,1712.4,160.2,160.2,234.5,234.5,102.4,102.4,145.6,145.6,80.7,80.7,49.1,49.1,115.4,201.8,65.6,109.4,119.3,95.2,109,222.5,244.6,433.7,8184.8,0,23.4
516,-5.50975750293256,-45.2451721616552,"Barra do Corda",2101608,"MA","Cerrado",5205.85737,2080.9,66.5,66.5,27.4,27.4,29,29,143,143,67.2,67.2,42.3,42.3,17.6,30.7,12.3,21.7,16.9,17.2,21.9,13.6,24.8,28.8,2161.4,0,6.3
519,-3.77095603949994,-45.2530639553901,"Bela Vista do Maranhão",2101772,"MA","Amazônia",145.94171,124.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6,24.7,0
520,-7.15974111299994,-44.5816166513005,"Benedito Leite",2101806,"MA","Cerrado",1786.47616,39.4,3.8,3.8,11.7,11.7,12.6,12.6,17.1,17.1,2.4,2.4,8.5,8.5,24.8,18.5,7.3,16.4,23.6,7.5,2.7,16,6,10.6,1479.4,0,21.9
521,-2.44499156999996,-44.8168644457302,"Bequimão",2101905,"MA","Amazônia",758.8429,24,436.5,0.1,0.4,0.3,0,0,1.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,57.5,199.7,32.1
522,-4.66236369849995,-44.685406659472,"Bernardo do Mearim",2101939,"MA","Cerrado",252.50812,233.7,0.2,0.2,2.1,2.1,0.7,0.7,1.2,1.2,0.7,0.7,0.4,0.4,0,0,0,0.1,0.4,0,0.1,0.1,0.1,0.5,6.2,0,0
523,-1.76382000799995,-46.1986719466223,"Boa Vista do Gurupi",2101970,"MA","Amazônia",408.73853,287.1,8.3,0,21.2,0,1.2,4.6,0,0.4,5.1,5.7,1.2,0.3,0,0.5,1.5,0.6,3.1,0.2,2.7,1.6,0.5,0,65.4,0,4.5
524,-3.96461442149996,-46.5083689813012,"Bom Jardim",2102002,"MA","Amazônia",6580.42154,2310.6,722.2,33.5,31,141.6,75.4,20.2,12.3,96.2,24.7,19.5,8.7,21.3,14.3,3.7,30.9,31.4,14.8,10.6,19.2,20.7,21.8,23.3,2752.5,71,5.1
525,-4.52292413249995,-46.6968961683298,"Bom Jesus das Selvas",2102036,"MA","Amazônia",2656.86904,1735.1,57.4,36.8,29.7,105.8,50.1,9.6,15.4,52.9,21.2,20.8,4.1,3.9,20.1,7.8,13.6,11.9,16,10.9,19.8,12.2,20.4,7.6,342.9,0,0
526,-4.29493978449995,-45.0954810572948,"Bom Lugar",2102077,"MA","Amazônia",429.66679,429.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.8,0,0
527,-4.45521456599994,-44.9949698815897,"Bom Lugar",2102077,"MA","Cerrado",14.17582,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0
529,-4.37075267349996,-45.5517287148022,"Brejo de Areia",2102150,"MA","Amazônia",772.97313,733.8,2.2,1.3,1.1,2.6,0.2,0.4,1.2,2.1,0.4,0.2,0.7,0.2,0,0.6,0.2,0.6,0.5,0,0.7,1.4,0.7,0.4,398.3,0,0
530,-4.44182143049997,-45.6355751737581,"Brejo de Areia",2102150,"MA","Cerrado",205.45694,202.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0
532,-5.77787099549997,-43.8620349097629,"Buriti Bravo",2102309,"MA","Cerrado",1570.12144,234.6,28.9,28.9,20.4,20.4,29.5,29.5,33.4,33.4,19.8,19.8,21.4,21.4,53.4,44.3,28,14.2,10.4,9.2,6.4,6.3,27.9,28.8,798.2,0,1.5
533,-4.42144104049996,-46.3616034311632,"Buriticupu",2102325,"MA","Amazônia",2582.56081,1353.7,229.7,64.9,19,124.4,21.8,11.3,18.6,57.6,24.4,13.4,3.7,5.7,9.7,8.8,6.5,6.3,12.4,9.3,13.3,8.2,16.4,8.8,546.2,0,1
534,-5.42993475749995,-47.0625051839245,"Buritirana",2102358,"MA","Amazônia",128.17303,114.4,0,0,0,0.2,1.3,0.8,0.9,0.5,0.7,0.2,0,0,0.1,0.4,0.2,0.1,0.4,0.7,0.2,0.1,0.3,0.2,-515.8,0,0
535,-5.53056046849994,-47.1082370202976,"Buritirana",2102358,"MA","Cerrado",693.38678,404.5,1.1,1.1,1.9,1.9,24.5,24.5,47.1,47.1,6.7,6.7,3.7,3.7,0.7,3.6,2.7,2.7,1.7,1.7,4.2,2.7,3.8,4.7,90,0,0
536,-3.09283441299995,-44.0041533064027,"Cachoeira Grande",2102374,"MA","Amazônia",124.57936,15.2,0,1.9,0.1,0,3.3,0.7,0,6.6,0.1,1,0.8,0.1,1.5,0,0,0,0,0.1,0.1,0,0,0,70.1,20.1,1.8
537,-3.14399427649994,-43.8687143469529,"Cachoeira Grande",2102374,"MA","Cerrado",740.33881,11.3,2.7,2.7,3.3,3.3,3.3,3.3,2.8,2.8,3.7,3.7,0.4,0.4,0.5,6.2,0.1,0.8,1.9,4.5,0.9,2.2,1.8,2.8,674,0,0.8
538,-2.84333661799994,-44.7077277105488,"Cajapió",2102408,"MA","Amazônia",533.66923,0,83.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.1,113.1,27.9
539,-3.40126161699993,-45.0562330293472,"Cajari",2102507,"MA","Amazônia",675.46521,15.4,75.5,2.2,2.5,0.7,0.1,2.9,3,4.8,0.7,0.6,0.9,0.4,2.2,0.2,0.2,1.2,1.7,0.2,0.3,2.8,0.8,0.2,95.3,379.2,128.4
540,-6.17910940899995,-47.2414603925445,"Campestre do Maranhão",2102556,"MA","Cerrado",610.55681,405.6,6.9,6.9,1.6,1.6,12,12,9.9,9.9,1.5,1.5,1.5,1.5,1.2,3.1,2.6,2.5,2.2,1.1,2.5,1.8,4.1,0.7,106,0,10
541,-1.73146997499995,-45.7786227128516,"Cândido Mendes",2102606,"MA","Amazônia",1617.72638,573.2,209.1,4.5,100.2,0.6,3.5,16.5,0.1,3.6,4.9,10.4,0.9,0.4,0.6,2.1,2.8,0.3,3.7,0.9,1.5,0.7,1.3,0.2,553.9,78.9,40
542,-3.65032494749997,-44.3025796553598,"Cantanhede",2102705,"MA","Cerrado",770.08067,270.6,12.9,12.9,23.8,23.8,6.5,6.5,14.5,14.5,9.6,9.6,4.7,4.7,0.5,1.9,1.6,0.7,1.3,4.3,2.8,5.3,3.8,13.2,318.3,0,1.6
543,-4.68241144299995,-44.3150724090779,"Capinzal do Norte",2102754,"MA","Cerrado",594.97671,401.2,3.6,3.6,15.2,15.2,6.8,6.8,6.8,6.8,2.3,2.3,1.6,1.6,0,0,1.8,0.3,0.2,0.9,1,0.6,1.1,1.7,112.6,0,0
544,-7.45283657299996,-47.3052586195175,"Carolina",2102804,"MA","Cerrado",6445.21603,273.4,36,36,58.2,58.2,100.2,100.2,35.4,35.4,29.8,29.8,36.6,36.6,52,56.5,85.7,49.2,37.7,41.1,39.1,52.2,54.4,140.8,4835.4,0,135
545,-1.39751321349993,-46.045462478794,"Carutapera",2102903,"MA","Amazônia",1288.08516,585.8,3.5,0,57.9,0.1,3.9,3.1,0,1,3.5,3,2.1,0.1,0,1.1,1.7,0.3,4.7,0.6,2.2,2.1,0.9,0.2,435.1,124.8,62.5
547,-1.97691040449996,-44.561020860032,"Cedral",2103109,"MA","Amazônia",291.24227,0.1,162.3,54.6,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8,0.6,4.1
548,-2.25402210949994,-44.8337544026295,"Central do Maranhão",2103125,"MA","Amazônia",320.23184,0.1,211.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.7,93,3.9
549,-2.41236686699995,-46.1137058499296,"Centro do Guilherme",2103158,"MA","Amazônia",1141.24429,618.3,14.4,52.3,3.2,1.3,10.9,24.3,0,1.1,11.3,1,5.1,0.4,0.4,3.1,0.5,1.2,0.3,0.7,0.6,0.7,0,1.2,227.6,0,0
550,-3.06343716549998,-46.4718702184728,"Centro Novo do Maranhão",2103174,"MA","Amazônia",8403.34347,1873.6,90.6,64.5,5.2,113,119.2,46.3,14.2,14.6,79.3,19.5,29.4,7,12,14.9,3.5,4.8,6.6,6.9,4.9,9.5,4.5,7,5986.7,0,11.3
552,-5.03650575399996,-47.8333293882904,"Cidelândia",2103257,"MA","Amazônia",1422.32161,1174.1,3.4,12.6,3.4,16.3,16.9,18,11.6,9.8,5.9,1.7,2.3,1.3,0.9,1.9,1.6,0.7,0.7,2.7,2.1,2.2,4.8,3.4,96.8,0.5,2.8
553,-5.28897136299997,-47.8521168560833,"Cidelândia",2103257,"MA","Cerrado",41.55358,22.6,0.4,0.4,0.6,0.6,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.4,0.1,0,0.2,0,0.2,0.1,1,0.1,2.3,9.4,0,0.6
554,-4.61767070299996,-43.9250705351753,"Codó",2103307,"MA","Cerrado",4363.91123,1459.1,50.4,50.4,101,101,67.7,67.7,66,66,51,51,27.6,27.6,22,32,41.4,13.5,45.6,51.6,37.7,21.4,62.2,66.3,1777.1,0,5.6
556,-6.08426069399994,-44.1024835572389,"Colinas",2103505,"MA","Cerrado",1993.04129,242.2,38.8,38.8,39.4,39.4,55.4,55.4,55.5,55.5,26.4,26.4,22.2,22.2,23.2,29.3,29.3,16.1,15.7,25.5,16.8,19.4,21.3,24.6,1052.7,0,1.6
557,-3.79274169249996,-44.8293749223983,"Conceição do Lago-Açu",2103554,"MA","Amazônia",736.71309,526.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,97.4,112.1
558,-4.18799639149995,-44.1405421802298,"Coroatá",2103604,"MA","Cerrado",2266.77446,715.3,38.1,38.1,72.5,72.5,29.7,29.7,39.4,39.4,20.1,20.1,17,17,6.5,18.1,35.3,8.8,13.6,22.7,13.8,13.5,23.8,29.8,927.1,0,4.2
559,-1.74776077249996,-44.8023351365701,"Cururupu",2103703,"MA","Amazônia",1259.78558,7,560.1,16.1,5.2,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,15.4,96.9
560,-5.58462333099993,-47.3233798542254,"Davinópolis",2103752,"MA","Cerrado",331.4254,253.6,0.2,0.2,0.9,0.9,4.1,4.1,6.7,6.7,1,1,0.8,0.8,0,1,0.6,0.8,0.5,0.9,0.6,0.7,0.5,0.7,43.4,0,0
561,-5.02071657949998,-44.3987683820139,"Dom Pedro",2103802,"MA","Cerrado",369.28064,221.6,5.4,5.4,14.6,14.6,9.7,9.7,8.2,8.2,3.3,3.3,2.6,2.6,0.6,0.8,0.7,2.7,0.7,0.7,1.4,0.6,1.2,0.9,49.3,0,0.2
563,-4.91713607799997,-44.9081611352554,"Esperantinópolis",2104008,"MA","Cerrado",481.18769,479.9,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0
564,-6.76474697299994,-47.1820790005012,"Estreito",2104057,"MA","Cerrado",2724.03025,516.5,48.2,48.2,41.3,41.3,62.4,62.4,24.2,24.2,21.6,21.6,47.6,47.6,33.2,29.5,61.8,25.1,28.7,20.8,24.2,30.9,25.7,28.2,1370.9,0,37.7
565,-7.00549041299996,-46.6469127580818,"Feira Nova do Maranhão",2104073,"MA","Cerrado",1471.37072,214.8,24.2,24.2,46.7,46.7,20.9,20.9,22.9,22.9,9.2,9.2,23.8,23.8,19.7,20.1,18.6,14.4,16.7,18.6,11.4,11.9,16.7,13.4,799.1,0,0.1
